   0.0000000e+00	   6.2537139e-02	  -8.7180377e-02	
   4.0000000e-04	  -5.9397719e-02	   1.0479316e-01	
   8.0000000e-04	   8.2146344e-03	  -5.8393986e-02	
   1.2000000e-03	  -5.2684542e-02	   6.4340770e-02	
   1.6000000e-03	   1.0122344e-02	   6.3981671e-02	
   2.0000000e-03	  -7.3194538e-02	   6.3967918e-03	
   2.4000000e-03	  -3.5564771e-02	  -1.6286703e-02	
   2.8000000e-03	   6.7557695e-02	  -2.1474606e-01	
   3.2000000e-03	  -5.7125295e-03	   2.1755970e-02	
   3.6000000e-03	  -5.6494149e-03	   1.0021749e-01	
   4.0000000e-03	  -4.8723206e-03	  -1.1049028e-01	
   4.4000000e-03	   1.7537641e-01	  -2.9954246e-03	
   4.8000000e-03	  -1.0033456e-01	   8.8914189e-02	
   5.2000000e-03	   6.8341364e-02	   1.1488028e-01	
   5.6000000e-03	  -1.8397327e-01	  -6.2619797e-02	
   6.0000000e-03	  -5.4386751e-02	  -7.2353563e-03	
   6.4000000e-03	   9.4894872e-02	   2.0276728e-01	
   6.8000000e-03	   4.1841149e-02	   2.3313916e-02	
   7.2000000e-03	   8.4381445e-02	   8.8068395e-02	
   7.6000000e-03	   6.6503629e-02	  -3.0691818e-01	
   8.0000000e-03	  -1.4911513e-01	  -1.6745350e-01	
   8.4000000e-03	  -4.9097218e-02	   2.6157292e-01	
   8.8000000e-03	   8.4173216e-02	   1.8405499e-01	
   9.2000000e-03	  -1.6810499e-01	  -5.0655271e-02	
   9.6000000e-03	  -4.9046505e-02	  -2.0309077e-01	
   1.0000000e-02	  -3.6944576e-03	   1.8184667e-01	
   1.0400000e-02	   1.1727461e-01	   2.3158151e-02	
   1.0800000e-02	  -2.0484442e-01	  -9.3639405e-02	
   1.1200000e-02	   7.4287361e-03	  -8.4840023e-02	
   1.1600000e-02	   1.4893561e-02	  -1.4837878e-01	
   1.2000000e-02	   3.1115504e-02	   1.0007091e-01	
   1.2400000e-02	   4.1674084e-02	  -1.4636247e-01	
   1.2800000e-02	  -1.4525749e-02	   1.8005289e-01	
   1.3200000e-02	   1.4280405e-01	   1.4543940e-01	
   1.3600000e-02	  -4.9503997e-02	   6.4766816e-02	
   1.4000000e-02	  -2.4674001e-02	  -6.7166021e-02	
   1.4400000e-02	   8.8496042e-02	  -5.9203516e-02	
   1.4800000e-02	   1.5107730e-02	  -1.7309053e-01	
   1.5200000e-02	  -5.9043962e-02	   4.7685910e-02	
   1.5600000e-02	   1.6694128e-01	  -3.4487804e-02	
   1.6000000e-02	   4.8782620e-02	   2.6116756e-02	
   1.6400000e-02	  -3.0808781e-01	   3.0414810e-02	
   1.6800000e-02	  -7.1525988e-02	   7.3743597e-02	
   1.7200000e-02	   8.3998009e-02	   3.1103594e-02	
   1.7600000e-02	   2.6651191e-02	  -1.2118787e-01	
   1.8000000e-02	  -3.4131949e-02	   1.2100825e-01	
   1.8400000e-02	   5.4033403e-02	  -1.4661429e-01	
   1.8800000e-02	  -4.1415767e-02	  -5.3323597e-02	
